date,period,price,volume
2021-10-03,10,207.12,1460.4
2021-10-03,11,214.485,2762.45
2021-10-03,12,205.48,1969.6
2021-10-03,13,159.98000000000002,2038.9
2021-10-03,14,93.475,2037.0500000000002
2021-10-03,15,78.35,2272.7
2021-10-03,16,55.525,1706.45
2021-10-03,17,61.004999999999995,1902.9
2021-10-03,18,105.50999999999999,2180.8999999999996
2021-10-03,19,160.26,2528.4
2021-10-03,20,180.29500000000002,2376.45
2021-10-03,21,143.135,1794.2
2021-10-03,22,135.235,2838.1000000000004
2021-10-03,23,126.47999999999999,2868.4
2021-10-03,24,97.44999999999999,1797.7
2021-10-04,1,72.06,1395.45
2021-10-04,2,72.36,1494.8
2021-10-04,3,76.85,1621.25
2021-10-04,4,96.22,996.6
2021-10-04,5,79.75,1190.9
2021-10-04,6,120.37,1799.1999999999998
2021-10-04,7,160.965,2302.2
2021-10-04,8,202.52,2251.55
2021-10-04,9,184.625,2715.0
2021-10-04,10,169.36,2653.8
2021-10-04,11,161.265,3175.95
2021-10-04,12,134.64499999999998,3248.3
2021-10-04,13,139.635,3321.3
2021-10-04,14,138.485,3192.1000000000004
2021-10-04,15,148.3,3331.7
2021-10-04,16,141.875,1985.85
2021-10-04,17,127.71,2007.2
2021-10-04,18,187.415,3178.35
2021-10-04,19,211.14499999999998,3598.3
2021-10-04,20,222.865,2410.2
2021-10-04,21,164.195,2112.05
2021-10-04,22,181.755,2197.6000000000004
2021-10-04,23,168.76,2754.45
2021-10-04,24,172.335,2616.3
2021-10-05,1,175.85500000000002,1545.8000000000002
2021-10-05,2,163.42,1479.9499999999998
2021-10-05,3,162.35,1778.85
2021-10-05,4,143.895,1357.0
2021-10-05,5,151.71,1234.6
2021-10-05,6,140.25,1124.25
2021-10-05,7,173.905,1732.0
2021-10-05,8,163.82999999999998,2075.6000000000004
2021-10-05,9,210.495,2433.0
2021-10-05,10,194.505,2560.45
2021-10-05,11,192.75,2658.4
2021-10-05,12,184.465,3693.25
2021-10-05,13,171.885,3741.6000000000004
2021-10-05,14,133.89,4222.65
2021-10-05,15,136.51,4989.35
2021-10-05,16,149.245,5360.950000000001
2021-10-05,17,152.425,5304.700000000001
2021-10-05,18,166.505,4508.049999999999
2021-10-05,19,187.99,4411.45
2021-10-05,20,212.85500000000002,4608.799999999999
2021-10-05,21,210.49,4648.1
2021-10-05,22,210.65,3593.55
2021-10-05,23,194.64499999999998,3757.8
2021-10-05,24,124.53,1390.15
2021-10-06,1,85.265,1201.4
2021-10-06,2,75.96000000000001,1133.95
2021-10-06,3,118.8,1170.65
2021-10-06,4,84.63,966.65
2021-10-06,5,104.42,1005.55
2021-10-06,6,122.625,1257.25
2021-10-06,7,198.555,2294.0
2021-10-06,8,262.545,1879.7
2021-10-06,9,276.29,1993.2
2021-10-06,10,280.675,1985.75
2021-10-06,11,265.29,1799.9
2021-10-06,12,269.35,2118.6000000000004
2021-10-06,13,269.99,1994.7
2021-10-06,14,251.58999999999997,2540.3
2021-10-06,15,211.82,2550.55
2021-10-06,16,209.91,2239.3999999999996
2021-10-06,17,204.945,2340.05
2021-10-06,18,249.815,2568.9
2021-10-06,19,282.54,2717.1499999999996
2021-10-06,20,204.745,3030.3
2021-10-06,21,192.45999999999998,2247.6499999999996
2021-10-06,22,183.7,1658.75
2021-10-06,23,193.78,1893.0
2021-10-06,24,243.235,907.25
2021-10-07,1,236.53,1070.25
2021-10-07,2,219.245,1226.2
2021-10-07,3,195.91,1321.75
2021-10-07,4,157.36,1425.55
2021-10-07,5,198.96,1247.85
2021-10-07,6,215.945,1452.1
2021-10-07,7,258.16,2909.8500000000004
2021-10-07,8,289.595,2150.85
2021-10-07,9,274.755,2332.5
2021-10-07,10,219.84,2352.8500000000004
2021-10-07,11,223.14,2615.25
2021-10-07,12,190.495,2523.75
2021-10-07,13,183.18,2722.15
2021-10-07,14,175.355,3214.35
2021-10-07,15,172.775,3363.55
2021-10-07,16,180.14,3366.15
2021-10-07,17,201.515,3491.3
2021-10-07,18,218.0,3932.85
2021-10-07,19,223.57,4253.45
2021-10-07,20,210.20999999999998,3241.2
2021-10-07,21,199.055,2753.65
2021-10-07,22,167.70499999999998,1838.1
2021-10-07,23,175.84500000000003,1862.6999999999998
2021-10-07,24,156.96,1086.4
2021-10-08,1,143.835,1169.5
2021-10-08,2,135.95499999999998,1386.75
2021-10-08,3,135.055,1801.4499999999998
2021-10-08,4,133.94,1800.8000000000002
2021-10-08,5,152.74,1947.1999999999998
2021-10-08,6,193.04000000000002,2423.9
2021-10-08,7,182.77,3499.25
2021-10-08,8,190.62,2936.2
2021-10-08,9,215.825,3133.8
2021-10-08,10,188.0,2988.8500000000004
2021-10-08,11,189.675,2675.8999999999996
2021-10-08,12,190.125,2039.1999999999998
2021-10-08,13,170.35500000000002,2407.15
2021-10-08,14,185.735,2664.9
2021-10-08,15,174.005,2583.7
2021-10-08,16,180.13,1518.1999999999998
2021-10-08,17,176.74,2128.3500000000004
2021-10-08,18,223.875,2620.6000000000004
2021-10-08,19,198.395,2690.3
2021-10-08,20,193.75,2619.2
2021-10-08,21,160.385,2316.1499999999996
2021-10-08,22,144.42000000000002,1911.6999999999998
2021-10-08,23,149.53,2220.8
2021-10-08,24,136.79,918.3499999999999
2021-10-09,1,133.675,852.35
2021-10-09,2,132.945,809.5
2021-10-09,3,119.925,952.0
2021-10-09,4,116.16499999999999,649.5
2021-10-09,5,131.935,830.35
2021-10-09,6,134.865,381.29999999999995
2021-10-09,7,169.97500000000002,873.25
2021-10-09,8,165.505,1863.35
2021-10-09,9,173.41,829.6
2021-10-09,10,159.27499999999998,459.9
2021-10-09,11,131.225,1074.0
2021-10-09,12,157.675,2257.05
2021-10-09,13,149.77499999999998,2114.9
2021-10-09,14,144.35500000000002,2121.15
2021-10-09,15,145.14,2548.25
2021-10-09,16,167.97,1990.0
2021-10-09,17,178.915,2048.65
2021-10-09,18,237.695,2452.8
2021-10-09,19,259.325,2389.7
2021-10-09,20,280.81,2103.9
2021-10-09,21,234.315,2246.45
2021-10-09,22,216.85000000000002,1722.65
2021-10-09,23,189.65,1986.85
2021-10-09,24,188.21,1496.35
2021-10-10,1,191.76999999999998,980.5
2021-10-10,2,116.94,583.05
2021-10-10,3,116.505,1157.35
2021-10-10,4,124.42500000000001,807.2
2021-10-10,5,104.09,561.95
2021-10-10,6,113.61,582.3499999999999
2021-10-10,7,134.91500000000002,702.6
2021-10-10,8,131.415,988.9499999999999
2021-10-10,9,127.56,1170.6
2021-10-10,10,153.675,1638.9499999999998
2021-10-10,11,151.06,1747.95
2021-10-10,12,126.495,2045.05
2021-10-10,13,124.77000000000001,1932.75
2021-10-10,14,117.37,2087.9
2021-10-10,15,118.765,2352.7
2021-10-10,16,101.00999999999999,2504.6000000000004
2021-10-10,17,105.875,2744.2
2021-10-10,18,138.34,2518.25
2021-10-10,19,187.615,2269.0
2021-10-10,20,212.64999999999998,2173.5
2021-10-10,21,184.975,1824.65
2021-10-10,22,149.06,1822.6499999999999
2021-10-10,23,149.26,1949.0
2021-10-10,24,116.005,995.05
2021-10-11,1,105.845,1099.55
2021-10-11,2,100.38499999999999,1077.3
2021-10-11,3,96.72,1621.55
2021-10-11,4,95.13,1359.25
2021-10-11,5,113.85,1294.85
2021-10-11,6,161.96499999999997,1450.4499999999998
2021-10-11,7,192.985,2189.2
2021-10-11,8,215.37,1950.3000000000002
2021-10-11,9,225.32,1941.85
2021-10-11,10,203.665,2315.6
2021-10-11,11,168.675,2061.75
2021-10-11,12,191.41500000000002,2855.1
2021-10-11,13,157.87,2393.6
2021-10-11,14,143.685,2437.1
2021-10-11,15,141.02499999999998,2891.3999999999996
2021-10-11,16,145.83499999999998,2109.7
2021-10-11,17,168.195,2208.55
2021-10-11,18,200.14,2180.6000000000004
2021-10-11,19,247.12,2634.8
2021-10-11,20,222.065,2514.25
2021-10-11,21,196.605,2028.6499999999999
2021-10-11,22,163.695,3270.75
2021-10-11,23,165.62,3605.6000000000004
2021-10-11,24,133.015,1178.7
2021-10-12,1,133.9,1055.45
2021-10-12,2,97.535,1242.9
2021-10-12,3,93.175,1598.2
2021-10-12,4,95.555,1739.35
2021-10-12,5,107.88499999999999,2084.15
2021-10-12,6,129.785,2249.4
2021-10-12,7,157.145,2490.7
2021-10-12,8,168.7,3330.5
2021-10-12,9,202.755,3176.45
2021-10-12,10,210.75,3256.65
2021-10-12,11,182.84,3096.8999999999996
2021-10-12,12,186.485,2739.8
2021-10-12,13,191.01999999999998,3173.25
2021-10-12,14,198.36,2794.05
2021-10-12,15,211.845,3174.4
2021-10-12,16,249.43,2083.7
2021-10-12,17,302.79499999999996,1871.05
2021-10-12,18,411.54499999999996,2531.85
2021-10-12,19,549.7049999999999,2375.15
2021-10-12,20,581.29,3027.75
2021-10-12,21,357.03499999999997,2584.2
2021-10-12,22,229.09,1018.45
2021-10-12,23,212.31,582.5
2021-10-12,24,92.905,748.8
2021-10-13,1,100.785,1132.95
2021-10-13,2,137.635,1315.0
2021-10-13,3,123.54500000000002,1490.15
2021-10-13,4,110.555,1520.9
2021-10-13,5,116.795,1661.25
2021-10-13,6,136.32999999999998,1333.15
2021-10-13,7,155.0,2849.4
2021-10-13,8,246.875,2849.4
2021-10-13,9,263.015,2525.7
2021-10-13,10,253.56,3140.3
2021-10-13,11,210.33,2431.35
2021-10-13,12,172.41,2978.9
2021-10-13,13,159.595,2800.5
2021-10-13,14,185.79000000000002,2586.25
2021-10-13,15,180.345,3145.7
2021-10-13,16,205.70999999999998,2680.05
2021-10-13,17,223.26999999999998,2598.75
2021-10-13,18,256.73,3733.4
2021-10-13,19,276.435,3714.55
2021-10-13,20,229.375,2652.1
2021-10-13,21,203.715,2509.55
2021-10-13,22,196.705,1890.1999999999998
2021-10-13,23,185.91000000000003,2311.2
2021-10-13,24,189.445,1496.0
2021-10-14,1,162.69,1094.45
2021-10-14,2,179.66000000000003,1072.0
2021-10-14,3,173.48000000000002,1341.2
2021-10-14,4,143.27499999999998,780.8
2021-10-14,5,103.58,823.8499999999999
2021-10-14,6,193.25,1191.05
2021-10-14,7,207.295,1533.2
2021-10-14,8,208.62,2041.5
2021-10-14,9,229.29500000000002,2038.0
2021-10-14,10,230.07999999999998,2206.0
2021-10-14,11,178.325,1875.9499999999998
2021-10-14,12,184.13,2970.65
2021-10-14,13,175.54500000000002,2244.9
2021-10-14,14,163.26,2294.8
2021-10-14,15,169.72000000000003,2792.75
2021-10-14,16,182.35,2557.15
2021-10-14,17,171.57,3190.7
2021-10-14,18,201.22,2877.5
2021-10-14,19,220.24,3321.7
2021-10-14,20,212.995,3182.95
2021-10-14,21,194.79000000000002,2276.1
2021-10-14,22,172.97,2344.4
2021-10-14,23,189.47,3150.6000000000004
2021-10-14,24,168.945,1088.5
2021-10-15,1,111.535,950.0
2021-10-15,2,104.31,1304.5
2021-10-15,3,107.47,1297.2
2021-10-15,4,126.135,1081.95
2021-10-15,5,172.60500000000002,1525.8000000000002
2021-10-15,6,150.575,1176.1
2021-10-15,7,179.54,1980.55
2021-10-15,8,191.905,1924.1
2021-10-15,9,212.49,1958.55
2021-10-15,10,160.53,1226.9499999999998
2021-10-15,11,181.83999999999997,2739.6499999999996
2021-10-15,12,160.685,2100.5
2021-10-15,13,172.82999999999998,2115.0
2021-10-15,14,189.885,2297.5
2021-10-15,15,187.95499999999998,2213.05
2021-10-15,16,215.29000000000002,1627.85
2021-10-15,17,223.79500000000002,2150.1499999999996
2021-10-15,18,303.955,2560.75
2021-10-15,19,447.525,2262.7
2021-10-15,20,300.19,2293.2
2021-10-15,21,226.76,2050.65
2021-10-15,22,170.305,1247.3
2021-10-15,23,185.065,1388.5
2021-10-15,24,222.34,1482.6
2021-10-16,1,176.115,729.3499999999999
2021-10-16,2,138.87,367.4
2021-10-16,3,138.47500000000002,501.5
2021-10-16,4,144.085,813.55
2021-10-16,5,149.87,872.85
2021-10-16,6,132.60500000000002,806.5
2021-10-16,7,142.94,1586.25
2021-10-16,8,196.215,2013.15
2021-10-16,9,218.37,1702.4
2021-10-16,10,204.44,2052.35
2021-10-16,11,199.97,1667.65
2021-10-16,12,174.725,1641.75
2021-10-16,13,162.035,1997.15
2021-10-16,14,160.16,2099.3
2021-10-16,15,166.18,1896.25
2021-10-16,16,157.75,1704.1
2021-10-16,17,199.945,2074.3
2021-10-16,18,219.88,1994.9499999999998
2021-10-16,19,235.22,2440.75
2021-10-16,20,198.17000000000002,2402.1000000000004
2021-10-16,21,182.78,2224.1499999999996
2021-10-16,22,173.655,2129.45
2021-10-16,23,181.58499999999998,2687.25
2021-10-16,24,177.16,1275.65
2021-10-17,1,163.77499999999998,1362.4
2021-10-17,2,158.885,888.2
2021-10-17,3,158.725,909.6
2021-10-17,4,108.845,694.75
2021-10-17,5,107.78999999999999,993.7
2021-10-17,6,128.54,1051.0
2021-10-17,7,178.29000000000002,1222.1
2021-10-17,8,164.745,1232.7
2021-10-17,9,172.86,1377.4
2021-10-17,10,176.62,1736.65
2021-10-17,11,186.82999999999998,1894.45
2021-10-17,12,218.69,1362.0
2021-10-17,13,214.72500000000002,1444.65
2021-10-17,14,184.425,1740.3
2021-10-17,15,168.89,2045.8500000000001
2021-10-17,16,171.20499999999998,1881.2
2021-10-17,17,180.39,2190.45
2021-10-17,18,233.595,1935.9
2021-10-17,19,246.915,2647.15
2021-10-17,20,221.52499999999998,2180.2
2021-10-17,21,157.935,1590.15
2021-10-17,22,171.785,1994.55
2021-10-17,23,163.07,2556.2
2021-10-17,24,167.43,1434.6
2021-10-18,1,144.035,1053.15
2021-10-18,2,113.775,1041.1999999999998
2021-10-18,3,102.87,1068.5
2021-10-18,4,94.525,690.65
2021-10-18,5,125.57999999999998,1806.9
2021-10-18,6,176.38,1943.15
2021-10-18,7,194.64,3780.2
2021-10-18,8,219.2,3364.25
2021-10-18,9,201.22000000000003,3129.3
2021-10-18,10,217.21,3145.5
2021-10-18,11,203.14,3475.25
2021-10-18,12,164.98,3289.1
2021-10-18,13,164.665,3887.15
2021-10-18,14,160.86,3934.8
2021-10-18,15,161.39499999999998,4178.8
2021-10-18,16,189.005,2802.7
2021-10-18,17,202.315,3075.9
2021-10-18,18,221.38,3239.85
2021-10-18,19,225.185,3766.85
2021-10-18,20,192.735,2437.5
2021-10-18,21,160.885,2238.2
2021-10-18,22,168.99,2662.5
2021-10-18,23,155.20999999999998,3336.95
2021-10-18,24,168.29000000000002,1756.9
2021-10-19,1,101.19999999999999,1348.7
2021-10-19,2,136.005,1114.55
2021-10-19,3,147.315,1436.6
2021-10-19,4,150.33499999999998,1579.1999999999998
2021-10-19,5,123.53,1845.1
2021-10-19,6,202.22500000000002,1812.75
2021-10-19,7,213.515,3222.6000000000004
2021-10-19,8,202.41500000000002,2863.8
2021-10-19,9,226.95,3155.5
2021-10-19,10,209.7,2739.8
2021-10-19,11,193.95,2607.85
2021-10-19,12,158.445,2459.25
2021-10-19,13,173.45,2016.8
2021-10-19,14,155.265,2334.3
2021-10-19,15,158.95,2590.9
2021-10-19,16,155.695,1956.3000000000002
2021-10-19,17,158.43,2209.75
2021-10-19,18,183.585,3810.3500000000004
2021-10-19,19,196.245,5057.950000000001
2021-10-19,20,174.095,5558.25
2021-10-19,21,172.5,4299.25
2021-10-19,22,156.84,3587.85
2021-10-19,23,129.475,3034.15
2021-10-19,24,21.375,1338.9499999999998
2021-10-20,1,11.344999999999999,1472.6
2021-10-20,2,23.385,1459.15
2021-10-20,3,1.1150000000000002,1963.25
2021-10-20,4,23.335,1709.8
2021-10-20,5,72.97,1422.1
2021-10-20,6,96.66,1089.5500000000002
2021-10-20,7,163.89,2058.5
2021-10-20,8,182.96499999999997,2221.4
2021-10-20,9,222.47500000000002,2191.7
2021-10-20,10,227.35,2468.75
2021-10-20,11,221.965,2718.35
2021-10-20,12,167.16,4018.3500000000004
2021-10-20,13,152.79000000000002,3849.3999999999996
2021-10-20,14,150.465,3800.55
2021-10-20,15,153.995,3752.45
2021-10-20,16,158.385,2683.45
2021-10-20,17,176.695,2790.8
2021-10-20,18,204.71,2341.8
2021-10-20,19,227.335,2879.25
2021-10-20,20,249.695,2994.15
2021-10-20,21,239.17000000000002,2980.3999999999996
2021-10-20,22,217.515,2866.6499999999996
2021-10-20,23,197.855,2754.75
2021-10-20,24,146.655,2132.35
2021-10-21,1,150.47,2234.8
2021-10-21,2,81.8,1689.45
2021-10-21,3,22.189999999999998,1713.95
2021-10-21,4,22.42,2513.7
2021-10-21,5,88.445,2117.4
2021-10-21,6,160.46,1819.85
2021-10-21,7,174.555,2791.5
2021-10-21,8,188.55,2146.4
2021-10-21,9,222.235,2464.75
2021-10-21,10,223.38,2755.6
2021-10-21,11,208.29500000000002,2843.9
2021-10-21,12,162.52,3122.8
2021-10-21,13,179.34,3428.3999999999996
2021-10-21,14,171.35000000000002,2924.1
2021-10-21,15,151.46,3659.55
2021-10-21,16,160.88,2516.7
2021-10-21,17,165.17000000000002,3084.2
2021-10-21,18,200.015,3426.3
2021-10-21,19,225.22500000000002,3440.45
2021-10-21,20,184.89499999999998,3171.6000000000004
2021-10-21,21,165.635,2744.0
2021-10-21,22,198.535,1983.45
2021-10-21,23,174.055,2272.5
2021-10-21,24,155.895,1302.45
2021-10-22,1,154.23000000000002,1621.45
2021-10-22,2,70.58500000000001,1312.6
2021-10-22,3,42.595,1526.1
2021-10-22,4,63.385,1947.15
2021-10-22,5,53.95,2257.2
2021-10-22,6,154.585,2091.15
2021-10-22,7,132.005,1540.6
2021-10-22,8,172.415,2711.85
2021-10-22,9,207.60500000000002,2456.3500000000004
2021-10-22,10,187.1,2738.7
2021-10-22,11,209.935,2995.15
2021-10-22,12,161.17000000000002,2153.25
2021-10-22,13,188.04,2512.85
2021-10-22,14,189.575,2492.1000000000004
2021-10-22,15,206.865,3009.8
2021-10-22,16,199.11,3065.4
2021-10-22,17,240.585,3177.6499999999996
2021-10-22,18,309.42,2146.65
2021-10-22,19,330.365,2711.0
2021-10-22,20,267.9,2815.7
2021-10-22,21,239.465,1930.65
2021-10-22,22,167.44,1813.5
2021-10-22,23,187.135,2109.05
2021-10-22,24,209.97,1913.55
2021-10-23,1,190.515,1509.4
2021-10-23,2,175.66000000000003,1474.5
2021-10-23,3,170.58999999999997,1481.6
2021-10-23,4,148.15,1520.25
2021-10-23,5,149.29000000000002,1505.75
2021-10-23,6,124.435,1119.95
2021-10-23,7,130.255,1937.75
2021-10-23,8,168.415,2551.2
2021-10-23,9,183.51999999999998,2418.7
2021-10-23,10,191.07999999999998,2682.2
2021-10-23,11,189.365,3050.1
2021-10-23,12,175.875,2922.8500000000004
2021-10-23,13,168.76,2990.65
2021-10-23,14,161.87,2819.85
2021-10-23,15,155.755,3644.6
2021-10-23,16,165.01,2602.6000000000004
2021-10-23,17,176.21,3003.05
2021-10-23,18,197.78500000000003,3514.25
2021-10-23,19,206.37,3564.8999999999996
2021-10-23,20,188.13,2826.45
2021-10-23,21,183.235,2941.65
2021-10-23,22,169.595,2893.8
2021-10-23,23,154.13,3212.6499999999996
2021-10-23,24,58.135000000000005,758.75
2021-10-24,1,107.72,1482.1
2021-10-24,2,67.435,1804.5
2021-10-24,3,65.06,1456.6
2021-10-24,4,24.715,989.65
2021-10-24,5,16.145,947.35
2021-10-24,6,5.970000000000001,736.0
2021-10-24,7,73.255,887.75
2021-10-24,8,121.11500000000001,1151.05
2021-10-24,9,177.08499999999998,1972.75
2021-10-24,10,179.115,1556.9
2021-10-24,11,194.875,2237.9
2021-10-24,12,192.07,2108.65
2021-10-24,13,170.825,1930.8000000000002
2021-10-24,14,150.065,1798.75
2021-10-24,15,169.69,2209.55
2021-10-24,16,187.70999999999998,1913.25
2021-10-24,17,195.075,1666.4499999999998
2021-10-24,18,209.055,1931.3
2021-10-24,19,222.64,1985.4499999999998
2021-10-24,20,164.89,1283.5
2021-10-24,21,127.94,1287.9
2021-10-24,22,121.945,1635.05
2021-10-24,23,157.305,2188.5
2021-10-24,24,167.495,1282.85
2021-10-25,1,144.08499999999998,1366.75
2021-10-25,2,101.59,1678.9499999999998
2021-10-25,3,115.015,1561.55
2021-10-25,4,114.55000000000001,1488.3000000000002
2021-10-25,5,159.35,1635.95
2021-10-25,6,179.47,1812.1
2021-10-25,7,201.115,1557.25
2021-10-25,8,205.655,2274.2
2021-10-25,9,205.565,2057.2
2021-10-25,10,193.02,2455.05
2021-10-25,11,183.745,2276.15
2021-10-25,12,137.81,2919.6000000000004
2021-10-25,13,151.245,3745.25
2021-10-25,14,148.93,4815.75
2021-10-25,15,156.485,4812.3
2021-10-25,16,154.5,3813.2
2021-10-25,17,153.34,4145.3
2021-10-25,18,181.905,3456.5
2021-10-25,19,213.4,3264.5
2021-10-25,20,188.335,3028.95
2021-10-25,21,170.61,3109.1000000000004
2021-10-25,22,157.435,3138.55
2021-10-25,23,156.54000000000002,3125.95
2021-10-25,24,155.03,1589.3000000000002
2021-10-26,1,145.745,1747.0
2021-10-26,2,163.7,1646.15
2021-10-26,3,154.86,2049.85
2021-10-26,4,169.025,1957.45
2021-10-26,5,159.885,1692.7
2021-10-26,6,171.67000000000002,1583.95
2021-10-26,7,149.65,1691.05
2021-10-26,8,190.3,1814.6
2021-10-26,9,201.385,2427.3
2021-10-26,10,198.4,2970.6
2021-10-26,11,177.915,2283.45
2021-10-26,12,176.46,2742.6499999999996
2021-10-26,13,156.505,3274.75
2021-10-26,14,165.105,3585.7
2021-10-26,15,152.635,3819.45
2021-10-26,16,154.10000000000002,2096.35
2021-10-26,17,145.535,2248.75
2021-10-26,18,170.51,3222.0
2021-10-26,19,173.985,3033.65
2021-10-26,20,165.305,2841.7
2021-10-26,21,144.14499999999998,2429.8500000000004
2021-10-26,22,105.27000000000001,2422.05
2021-10-26,23,64.21000000000001,2671.8
2021-10-26,24,1.4450000000000003,1365.45
2021-10-27,1,44.92,1956.55
2021-10-27,2,69.75,1970.75
2021-10-27,3,83.025,2251.8
2021-10-27,4,133.47,1604.9499999999998
2021-10-27,5,134.95499999999998,2011.4499999999998
2021-10-27,6,129.815,1820.3000000000002
2021-10-27,7,173.01,2272.3999999999996
2021-10-27,8,214.7,3106.05
2021-10-27,9,227.575,2990.3500000000004
2021-10-27,10,199.38,2293.2
2021-10-27,11,155.41000000000003,1959.25
2021-10-27,12,147.64499999999998,1642.5500000000002
2021-10-27,13,177.87,1370.4
2021-10-27,14,129.82500000000002,2541.05
2021-10-27,15,174.19,3373.6000000000004
2021-10-27,16,182.615,2510.8500000000004
2021-10-27,17,175.7,3213.1000000000004
2021-10-27,18,194.825,2979.35
2021-10-27,19,217.58499999999998,3111.55
2021-10-27,20,182.63,2778.75
2021-10-27,21,177.56,3266.4
2021-10-27,22,175.385,2446.05
2021-10-27,23,162.83499999999998,2115.3500000000004
2021-10-27,24,178.735,1489.25
2021-10-28,1,171.47,1158.1
2021-10-28,2,105.815,1713.9
2021-10-28,3,106.37,1443.75
2021-10-28,4,104.485,1520.95
2021-10-28,5,125.505,1443.6999999999998
2021-10-28,6,139.35,1448.3000000000002
2021-10-28,7,134.495,2114.8
2021-10-28,8,167.265,2104.2
2021-10-28,9,181.32999999999998,2482.95
2021-10-28,10,184.645,2275.55
2021-10-28,11,185.32,2640.95
2021-10-28,12,199.82,2860.1000000000004
2021-10-28,13,180.95,2753.9
2021-10-28,14,157.965,2195.25
2021-10-28,15,158.51,2264.05
2021-10-28,16,159.39,2507.25
2021-10-28,17,174.875,3193.6499999999996
2021-10-28,18,216.44,3590.05
2021-10-28,19,223.95,3594.55
2021-10-28,20,204.26999999999998,2069.3
2021-10-28,21,173.995,2092.7
2021-10-28,22,167.15,1559.6
2021-10-28,23,144.14499999999998,1555.95
2021-10-28,24,131.7,1400.85
2021-10-29,1,111.575,881.1
2021-10-29,2,138.20999999999998,1611.0500000000002
2021-10-29,3,167.615,1614.95
2021-10-29,4,150.07,1145.85
2021-10-29,5,144.85000000000002,1369.6
2021-10-29,6,120.705,1556.75
2021-10-29,7,141.66,1880.65
2021-10-29,8,152.66000000000003,2476.95
2021-10-29,9,138.69,2540.45
2021-10-29,10,123.52,2742.8999999999996
2021-10-29,11,115.995,2925.55
2021-10-29,12,107.725,3151.7
2021-10-29,13,108.41,3507.1000000000004
2021-10-29,14,98.22,4088.7999999999997
2021-10-29,15,94.74000000000001,4528.45
2021-10-29,16,110.285,4981.299999999999
2021-10-29,17,119.285,5253.45
2021-10-29,18,129.9,3843.4
2021-10-29,19,150.86,4720.85
2021-10-29,20,131.94,3324.5
2021-10-29,21,129.575,4277.8
2021-10-29,22,133.135,3264.7
2021-10-29,23,133.49,2873.4
2021-10-29,24,150.255,1200.25
2021-10-30,1,127.005,1093.35
2021-10-30,2,91.81,1566.25
2021-10-30,3,83.81,1562.75
2021-10-30,4,66.555,1953.85
2021-10-30,5,62.95,1904.65
2021-10-30,6,57.695,1878.85
2021-10-30,7,96.07,2645.15
2021-10-30,8,130.465,2656.55
2021-10-30,9,141.515,3012.7
2021-10-30,10,143.05,2505.7
2021-10-30,11,139.91,2320.8500000000004
2021-10-30,12,93.69,1596.85
2021-10-30,13,86.75999999999999,2504.8
2021-10-30,14,92.685,2668.55
2021-10-30,15,105.44,2749.3
2021-10-30,16,128.47,2288.8
2021-10-30,17,121.06,2493.9
2021-10-30,18,153.26999999999998,3199.45
2021-10-30,19,171.39999999999998,2510.6
2021-10-30,20,162.935,2055.35
2021-10-30,21,143.225,2503.0
2021-10-30,22,111.815,1189.05
2021-10-30,23,123.64500000000001,2772.45
2021-10-30,24,113.66499999999999,2010.1
2021-10-31,1,129.785,1013.5
2021-10-31,2,152.325,528.25
2021-10-31,3,92.19999999999999,605.05
2021-10-31,4,46.995000000000005,1225.0
2021-10-31,5,30.63,1174.25
2021-10-31,6,54.565,1205.15
2021-10-31,7,31.115,1111.5
2021-10-31,8,33.565,1223.15
2021-10-31,9,50.584999999999994,2010.0
2021-10-31,10,50.135000000000005,2319.85
2021-10-31,11,98.61,2536.85
2021-10-31,12,115.12,2970.65
2021-10-31,13,115.13,1985.0
2021-10-31,14,79.45,2199.15
2021-10-31,15,86.525,2564.3
2021-10-31,16,86.35499999999999,2843.5
2021-10-31,17,79.97,2157.5
2021-10-31,18,116.505,1957.15
2021-10-31,19,162.675,2502.05
2021-10-31,20,127.685,2588.3
2021-10-31,21,113.05000000000001,2513.3
2021-10-31,22,119.265,3222.3999999999996
2021-10-31,23,109.225,3981.6
2021-10-31,24,85.715,3207.25
2021-10-31,25,34.36,995.3
2021-11-01,1,19.64,1166.3
2021-11-01,2,1.785,1137.75
2021-11-01,3,-12.895,1017.6
2021-11-01,4,-18.04,1640.35
2021-11-01,5,3.5250000000000004,2142.05
2021-11-01,6,35.06,1859.3999999999999
2021-11-01,7,88.315,2585.75
2021-11-01,8,117.61,3112.15
2021-11-01,9,127.48500000000001,2579.2
2021-11-01,10,112.38,2179.05
2021-11-01,11,112.46,2296.7
2021-11-01,12,96.44,2101.3500000000004
2021-11-01,13,119.825,2314.2
2021-11-01,14,118.92,2407.1499999999996
2021-11-01,15,120.9,2343.7
2021-11-01,16,142.945,2562.0
2021-11-01,17,159.35500000000002,2615.45
2021-11-01,18,186.26,3075.85
2021-11-01,19,188.855,2943.8500000000004
2021-11-01,20,170.67000000000002,2441.1
2021-11-01,21,161.34,2065.55
2021-11-01,22,121.295,1546.5
2021-11-01,23,111.98,1976.75
2021-11-01,24,102.44,1023.8000000000001
2021-11-02,1,131.085,1169.2
2021-11-02,2,129.85500000000002,1367.1999999999998
2021-11-02,3,127.34,1559.65
2021-11-02,4,113.91,1057.45
2021-11-02,5,111.99,1427.1
2021-11-02,6,122.57499999999999,1390.25
2021-11-02,7,170.475,2108.55
2021-11-02,8,207.345,2164.1
